Variant,Sent,Opened,Clicked
C1,8/13/13 14:22,0,0
C3,8/13/13 14:22,8/13/13 19:09,0
E1,8/13/13 14:22,8/18/13 5:31,0
A1,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
A3,8/13/13 14:22,0,0
G4,8/13/13 14:22,8/14/13 2:23,0
A4,8/13/13 14:22,0,0
A1,8/13/13 14:22,8/13/13 14:27,0
D3,8/13/13 14:22,0,0
F4,8/13/13 14:22,8/13/13 14:32,0
G1,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
A3,8/13/13 14:22,8/13/13 15:26,0
H3,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
C3,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
A4,8/13/13 14:22,8/13/13 14:59,0
D1,8/13/13 14:22,0,0
D2,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
E3,8/13/13 14:22,0,0
D4,8/13/13 14:22,8/15/13 18:42,0
B4,8/13/13 14:22,8/13/13 14:44,0
A2,8/13/13 14:22,8/13/13 17:37,0
A2,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
E2,8/13/13 14:22,8/13/13 14:23,0
A3,8/13/13 14:22,8/13/13 14:27,0
H1,8/13/13 14:22,0,0
H2,8/13/13 14:22,8/13/13 14:25,0
A2,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
A4,8/13/13 14:22,0,0
D1,8/13/13 14:22,8/13/13 14:32,0
B2,8/13/13 14:22,0,0
B1,8/13/13 14:22,8/13/13 14:31,0
G4,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
C1,8/13/13 14:22,8/13/13 15:08,0
F4,8/13/13 14:22,8/13/13 14:48,0
F2,8/13/13 14:22,8/13/13 18:25,0
H3,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
C1,8/13/13 14:22,8/13/13 14:54,0
F1,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
D3,8/13/13 14:22,8/13/13 15:30,8/13/13 15:43
F2,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
H1,8/13/13 14:22,8/13/13 18:03,8/13/13 18:43
H4,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
D2,8/13/13 14:22,0,0
D4,8/13/13 14:22,8/15/13 15:33,0
C2,8/13/13 14:22,8/23/13 20:37,0
A3,8/13/13 14:22,0,0
E2,8/13/13 14:22,0,0
C1,8/13/13 14:22,8/13/13 15:10,8/13/13 15:10
H3,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
F4,8/13/13 14:22,8/13/13 22:24,0
G1,8/13/13 14:22,8/13/13 18:48,0
F1,8/13/13 14:22,8/13/13 14:53,8/14/13 4:47
F4,8/13/13 14:22,0,0
B3,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
F3,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
C1,8/13/13 14:22,0,0
B3,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
A3,8/13/13 14:22,8/13/13 14:23,0
A3,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
D1,8/13/13 14:22,8/14/13 21:12,0
H1,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
G2,8/13/13 14:22,0,0
A4,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
D2,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
E1,8/13/13 14:22,0,0
E2,8/13/13 14:22,0,0
C2,8/13/13 14:22,8/15/13 14:08,0
E4,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
E1,8/13/13 14:22,0,0
E1,8/13/13 14:22,0,0
A1,8/13/13 14:22,8/13/13 14:43,0
G4,8/13/13 14:22,8/13/13 15:51,0
D4,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
A2,8/13/13 14:22,8/13/13 16:04,0
F2,8/13/13 14:22,0,0
H1,8/13/13 14:22,0,0
B1,8/13/13 14:22,8/13/13 18:36,0
A4,8/13/13 14:22,8/13/13 14:37,0
F3,8/13/13 14:22,8/13/13 16:14,0
C1,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
E4,8/13/13 14:22,8/13/13 16:23,0
G4,8/13/13 14:22,8/13/13 19:09,0
E2,8/13/13 14:22,8/14/13 6:41,0
F4,8/13/13 14:22,8/15/13 0:42,0
F4,8/13/13 14:22,0,0
G2,8/13/13 14:22,8/14/13 4:46,8/14/13 4:46
E4,8/13/13 14:22,0,0
G1,8/13/13 14:22,8/13/13 14:27,0
E4,8/13/13 14:22,8/14/13 13:23,0
E1,8/13/13 14:22,0,0
G2,8/13/13 14:22,0,0
H4,8/13/13 14:22,8/14/13 13:32,0
F4,8/13/13 14:22,8/14/13 7:20,0
C3,8/13/13 14:22,0,0
A4,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
E1,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
E1,8/13/13 14:22,0,0
A4,8/13/13 14:22,8/13/13 14:59,0
F2,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
E3,8/13/13 14:22,8/13/13 14:26,0
D1,8/13/13 14:22,0,0
C3,8/13/13 14:22,0,0
B4,8/13/13 14:22,8/17/13 6:36,0
D1,8/13/13 14:22,8/13/13 15:35,0
A1,8/13/13 14:22,8/14/13 11:31,0
G3,8/13/13 14:22,8/13/13 14:24,0
C4,8/13/13 14:22,0,0
A1,8/13/13 14:22,8/13/13 14:27,0
G2,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
H1,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
G4,8/13/13 14:22,8/13/13 17:30,0
F1,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
A1,8/13/13 14:22,8/13/13 14:23,0
C2,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
E2,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
C2,8/13/13 14:22,8/14/13 10:51,0
B2,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
A4,8/13/13 14:22,8/13/13 17:06,0
E4,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
D4,8/13/13 14:22,8/13/13 15:48,0
A2,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
H4,8/13/13 14:22,8/13/13 16:33,0
D3,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
B4,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
C3,8/13/13 14:22,8/13/13 18:31,8/13/13 18:31
D2,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
A4,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
B4,8/13/13 14:22,8/13/13 20:38,0
E4,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
D1,8/13/13 14:22,8/13/13 14:23,0
A2,8/13/13 14:22,0,0
F3,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
D2,8/13/13 14:22,0,0
B4,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
G4,8/13/13 14:22,8/13/13 14:31,0
E3,8/13/13 14:22,8/13/13 20:15,0
D3,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
B4,8/13/13 14:22,0,0
A1,8/13/13 14:22,8/13/13 14:49,0
B1,8/13/13 14:22,0,0
C3,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
E3,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
C2,8/13/13 14:22,8/13/13 14:32,0
D4,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
C4,8/13/13 14:22,8/13/13 15:54,0
D2,8/13/13 14:22,0,0
A3,8/13/13 14:22,0,0
H1,8/13/13 14:22,0,0
F1,8/13/13 14:22,8/13/13 14:27,0
C3,8/13/13 14:22,8/13/13 16:12,0
H2,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
A3,8/13/13 14:22,0,0
G2,8/13/13 14:22,0,0
E2,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
B4,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
H4,8/13/13 14:22,8/15/13 20:21,0
C4,8/13/13 14:22,0,0
B3,8/13/13 14:22,8/13/13 14:31,8/13/13 14:31
B3,8/13/13 14:22,8/14/13 5:58,0
G1,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
E4,8/13/13 14:22,8/15/13 11:46,8/15/13 11:46
C3,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
B4,8/13/13 14:22,8/14/13 6:21,0
E1,8/13/13 14:22,8/13/13 17:37,0
B2,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
F1,8/13/13 14:22,8/15/13 10:46,0
D2,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
E2,8/13/13 14:22,0,0
E1,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
G2,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
G3,8/13/13 14:22,8/13/13 14:35,0
A4,8/13/13 14:22,0,0
B3,8/13/13 14:22,8/13/13 14:48,0
E1,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
A3,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
F3,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
C1,8/13/13 14:22,0,0
B2,8/13/13 14:22,8/13/13 14:30,0
F1,8/13/13 14:22,0,0
C2,8/13/13 14:22,8/13/13 14:32,0
C2,8/13/13 14:22,0,0
A1,8/13/13 14:22,0,0
C1,8/13/13 14:22,8/13/13 14:31,0
A3,8/13/13 14:22,0,0
E3,8/13/13 14:22,0,0
A3,8/13/13 14:22,8/13/13 14:27,0
B2,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
H2,8/13/13 14:22,8/13/13 14:32,0
F3,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
B1,8/13/13 14:22,8/13/13 15:11,0
H3,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
H1,8/13/13 14:22,8/13/13 16:07,0
E3,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
B3,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
B3,8/13/13 14:22,8/14/13 6:29,0
F4,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
G4,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
E3,8/13/13 14:22,8/13/13 14:56,0
A2,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
B4,8/13/13 14:22,8/13/13 14:39,0
C3,8/13/13 14:22,0,0
A4,8/13/13 14:22,0,0
C2,8/13/13 14:22,8/14/13 12:29,0
D3,8/13/13 14:22,0,0
F4,8/13/13 14:22,8/13/13 15:24,0
B3,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
C1,8/13/13 14:22,8/13/13 21:51,0
H2,8/13/13 14:22,0,0
G2,8/13/13 14:22,0,0
C3,8/13/13 14:22,8/13/13 14:25,0
D2,8/13/13 14:22,0,0
A3,8/13/13 14:22,0,0
B3,8/13/13 14:22,0,0
D2,8/13/13 14:22,8/13/13 14:54,0
H1,8/13/13 14:22,0,0
E2,8/13/13 14:22,8/13/13 14:33,0
H4,8/13/13 14:22,8/13/13 16:38,0
G1,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
D3,8/13/13 14:22,0,0
H3,8/13/13 14:22,0,0
C1,8/13/13 14:22,0,0
F1,8/13/13 14:22,0,0
H2,8/13/13 14:22,0,0
G3,8/13/13 14:22,0,0
H4,8/13/13 14:22,8/14/13 10:30,0
D2,8/13/13 14:22,0,0
B3,8/13/13 14:22,8/14/13 3:59,0
D4,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
H1,8/13/13 14:22,0,0
C1,8/13/13 14:22,0,0
A3,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
D2,8/13/13 14:22,0,0
F3,8/13/13 14:22,8/13/13 20:41,0
B2,8/13/13 14:22,8/14/13 20:19,0
A4,8/13/13 14:22,8/25/13 19:44,0
H1,8/13/13 14:22,0,0
C4,8/13/13 14:22,0,0
G2,8/13/13 14:22,0,0
B1,8/13/13 14:22,0,0
E4,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
F2,8/13/13 14:22,0,0
C1,8/13/13 14:22,0,0
C2,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
A2,8/13/13 14:22,0,0
H4,8/13/13 14:22,0,0
D4,8/13/13 14:22,0,0
B2,8/13/13 14:22,0,0
D1,8/13/13 14:22,0,0
F3,8/13/13 14:22,0,0
G3,8/13/13 14:22,8/14/13 9:45,0
C3,8/13/13 14:22,8/14/13 17:53,0
H1,8/13/13 14:22,8/14/13 4:41,0
H2,8/13/13 14:22,8/14/13 12:56,0
G4,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
C1,8/13/13 14:22,8/13/13 14:42,0
E3,8/13/13 14:22,0,0
G1,8/13/13 14:22,0,0
F4,8/13/13 14:22,0,0
A4,8/13/13 14:22,0,0
E3,8/13/13 14:23,0,0
E3,8/13/13 14:23,0,0
D1,8/13/13 14:23,0,0
B1,8/13/13 14:23,0,0
A1,8/13/13 14:23,0,0
H3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
C4,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
G4,8/13/13 14:23,8/14/13 9:28,8/14/13 9:28
G3,8/13/13 14:23,0,0
H3,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
F2,8/13/13 14:23,0,0
H3,8/13/13 14:23,8/16/13 18:40,0
F2,8/13/13 14:23,8/13/13 14:27,0
C1,8/13/13 14:23,8/13/13 14:49,0
F4,8/13/13 14:23,8/14/13 12:56,0
F3,8/13/13 14:23,0,0
D3,8/13/13 14:23,0,0
E1,8/13/13 14:23,0,0
F1,8/13/13 14:23,8/13/13 15:43,0
A1,8/13/13 14:23,0,0
C4,8/13/13 14:23,0,0
G3,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
H2,8/13/13 14:23,0,0
H3,8/13/13 14:23,0,0
H3,8/13/13 14:23,0,0
H1,8/13/13 14:23,8/14/13 5:21,0
C1,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
G4,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
G4,8/13/13 14:23,0,0
A1,8/13/13 14:23,8/13/13 15:56,0
C1,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
G4,8/13/13 14:23,8/13/13 15:31,0
F2,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
G4,8/13/13 14:23,0,0
A1,8/13/13 14:23,8/13/13 14:28,0
C2,8/13/13 14:23,0,0
D4,8/13/13 14:23,8/19/13 18:06,0
B2,8/13/13 14:23,8/13/13 16:26,0
D4,8/13/13 14:23,0,8/15/13 8:09
C2,8/13/13 14:23,0,0
A3,8/13/13 14:23,8/14/13 6:05,0
A1,8/13/13 14:23,0,0
B3,8/13/13 14:23,8/14/13 4:28,0
G2,8/13/13 14:23,0,0
A4,8/13/13 14:23,8/13/13 15:05,0
E3,8/13/13 14:23,0,0
F4,8/13/13 14:23,0,0
E3,8/13/13 14:23,0,0
E3,8/13/13 14:23,8/13/13 14:36,0
F3,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
A2,8/13/13 14:23,0,0
D3,8/13/13 14:23,0,0
C4,8/13/13 14:23,0,0
C3,8/13/13 14:23,0,0
C4,8/13/13 14:23,8/13/13 23:13,0
C4,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
A2,8/13/13 14:23,11/8/13 8:15,0
E3,8/13/13 14:23,0,0
D2,8/13/13 14:23,8/13/13 17:12,0
C4,8/13/13 14:23,0,0
H4,8/13/13 14:23,8/15/13 4:57,0
B2,8/13/13 14:23,8/13/13 17:59,0
E3,8/13/13 14:23,8/13/13 19:25,0
G3,8/13/13 14:23,0,0
C4,8/13/13 14:23,8/13/13 15:32,0
H1,8/13/13 14:23,8/13/13 14:58,0
B3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
F2,8/13/13 14:23,0,0
E2,8/13/13 14:23,0,0
F1,8/13/13 14:23,0,0
F2,8/13/13 14:23,0,0
D1,8/13/13 14:23,8/14/13 8:19,0
B3,8/13/13 14:23,0,0
G4,8/13/13 14:23,8/13/13 16:42,0
E4,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
D2,8/13/13 14:23,8/14/13 2:01,0
H3,8/13/13 14:23,0,0
B4,8/13/13 14:23,0,0
C3,8/13/13 14:23,8/13/13 14:32,8/13/13 14:33
A3,8/13/13 14:23,8/13/13 14:31,0
F4,8/13/13 14:23,0,0
A4,8/13/13 14:23,8/14/13 2:04,0
B3,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
F3,8/13/13 14:23,8/13/13 17:28,0
E4,8/13/13 14:23,0,0
A1,8/13/13 14:23,8/16/13 18:48,0
H1,8/13/13 14:23,0,0
A1,8/13/13 14:23,8/13/13 14:59,0
D1,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
D2,8/13/13 14:23,8/13/13 17:35,0
E3,8/13/13 14:23,0,0
G1,8/13/13 14:23,0,0
F4,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
H4,8/13/13 14:23,8/13/13 14:26,0
A2,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
D2,8/13/13 14:23,8/14/13 15:26,0
F3,8/13/13 14:23,8/13/13 14:55,0
B2,8/13/13 14:23,0,0
H1,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
E1,8/13/13 14:23,0,0
D1,8/13/13 14:23,0,0
H1,8/13/13 14:23,0,0
H3,8/13/13 14:23,8/13/13 15:28,0
F2,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
D3,8/13/13 14:23,8/24/13 11:35,0
F3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
D3,8/13/13 14:23,8/13/13 14:23,0
G4,8/13/13 14:23,0,0
F1,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
H3,8/13/13 14:23,0,0
B1,8/13/13 14:23,0,0
H1,8/13/13 14:23,8/13/13 20:02,8/13/13 20:03
D3,8/13/13 14:23,0,0
E4,8/13/13 14:23,8/13/13 18:10,0
F1,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
E3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
G3,8/13/13 14:23,8/13/13 14:28,0
G1,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
D3,8/13/13 14:23,8/13/13 14:33,0
A1,8/13/13 14:23,0,0
G4,8/13/13 14:23,0,0
C3,8/13/13 14:23,0,0
F2,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
C3,8/13/13 14:23,8/14/13 7:00,8/14/13 7:00
D4,8/13/13 14:23,8/13/13 14:24,0
D2,8/13/13 14:23,0,0
E1,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
F1,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
A3,8/13/13 14:23,0,0
A2,8/13/13 14:23,0,0
H3,8/13/13 14:23,0,0
G4,8/13/13 14:23,8/13/13 17:38,0
A2,8/13/13 14:23,8/13/13 16:57,0
E2,8/13/13 14:23,0,0
E1,8/13/13 14:23,0,0
C4,8/13/13 14:23,0,0
H2,8/13/13 14:23,0,0
C4,8/13/13 14:23,8/14/13 18:36,0
F3,8/13/13 14:23,8/13/13 14:56,8/13/13 14:57
G4,8/13/13 14:23,0,0
G1,8/13/13 14:23,0,0
G2,8/13/13 14:23,8/13/13 14:28,0
D1,8/13/13 14:23,8/13/13 15:16,0
G2,8/13/13 14:23,0,0
H1,8/13/13 14:23,0,0
A2,8/13/13 14:23,0,0
H1,8/13/13 14:23,0,0
E3,8/13/13 14:23,8/13/13 16:04,8/13/13 16:05
E1,8/13/13 14:23,8/13/13 17:22,0
C3,8/13/13 14:23,0,0
G1,8/13/13 14:23,8/13/13 15:46,0
C4,8/13/13 14:23,0,0
E3,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
E4,8/13/13 14:23,8/15/13 18:38,8/15/13 18:39
H3,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
G4,8/13/13 14:23,8/13/13 18:27,0
E1,8/13/13 14:23,0,0
C4,8/13/13 14:23,0,0
G3,8/13/13 14:23,0,0
E4,8/13/13 14:23,8/13/13 19:25,0
D4,8/13/13 14:23,0,0
C1,8/13/13 14:23,0,0
G1,8/13/13 14:23,8/13/13 14:23,0
C3,8/13/13 14:23,8/13/13 14:37,0
D1,8/13/13 14:23,8/15/13 12:49,8/22/13 12:34
D4,8/13/13 14:23,8/14/13 12:07,0
F4,8/13/13 14:23,0,0
G1,8/13/13 14:23,8/13/13 15:44,8/20/13 20:27
H4,8/13/13 14:23,8/13/13 16:56,0
H3,8/13/13 14:23,0,0
G4,8/13/13 14:23,8/13/13 16:03,0
C2,8/13/13 14:23,8/13/13 14:26,0
A4,8/13/13 14:23,0,0
H4,8/13/13 14:23,0,0
E2,8/13/13 14:23,0,0
H4,8/13/13 14:23,8/13/13 17:14,8/13/13 17:20
A2,8/13/13 14:23,0,0
H2,8/13/13 14:23,0,0
E4,8/13/13 14:23,0,0
F1,8/13/13 14:23,0,0
H1,8/13/13 14:23,0,0
D1,8/13/13 14:23,8/13/13 18:28,0
E4,8/13/13 14:23,0,0
G2,8/13/13 14:23,8/13/13 14:51,0
H1,8/13/13 14:23,0,0
C3,8/13/13 14:23,8/14/13 6:48,0
C3,8/13/13 14:23,8/13/13 14:25,0
F3,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
E3,8/13/13 14:23,0,0
E4,8/13/13 14:23,8/13/13 17:27,0
F2,8/13/13 14:23,8/16/13 15:59,0
A4,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
G3,8/13/13 14:23,8/14/13 10:04,0
H4,8/13/13 14:23,0,0
F3,8/13/13 14:23,0,0
E1,8/13/13 14:23,8/14/13 1:49,0
D2,8/13/13 14:23,0,0
C1,8/13/13 14:23,0,0
G3,8/13/13 14:23,0,0
D4,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
B1,8/13/13 14:23,0,0
H2,8/13/13 14:23,0,0
A1,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
D2,8/13/13 14:23,0,0
F3,8/13/13 14:23,8/13/13 14:24,0
F2,8/13/13 14:23,0,0
A1,8/13/13 14:23,0,0
D3,8/13/13 14:23,8/20/13 19:34,0
A2,8/13/13 14:23,8/15/13 19:34,8/15/13 19:34
E2,8/13/13 14:23,8/17/13 13:50,0
E1,8/13/13 14:23,8/13/13 14:37,0
G1,8/13/13 14:23,0,0
H3,8/13/13 14:23,8/13/13 14:44,0
H1,8/13/13 14:23,0,0
G3,8/13/13 14:23,8/13/13 16:31,0
G3,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
G2,8/13/13 14:23,0,0
F4,8/13/13 14:23,0,0
F1,8/13/13 14:23,0,0
G2,8/13/13 14:23,0,0
H4,8/13/13 14:23,0,0
B2,8/13/13 14:23,8/13/13 17:44,0
B4,8/13/13 14:23,0,0
F2,8/13/13 14:23,0,0
E2,8/13/13 14:23,0,0
C3,8/13/13 14:23,8/13/13 15:57,0
H1,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
G2,8/13/13 14:23,8/13/13 14:23,0
A4,8/13/13 14:23,0,0
C1,8/13/13 14:23,0,0
H1,8/13/13 14:23,0,0
D1,8/13/13 14:23,0,0
B2,8/13/13 14:23,0,0
E4,8/13/13 14:23,8/13/13 14:26,0
F3,8/13/13 14:23,0,0
E4,8/13/13 14:23,8/15/13 12:50,0
C3,8/13/13 14:23,8/13/13 17:47,0
A4,8/13/13 14:23,0,0
C2,8/13/13 14:23,0,0
E2,8/13/13 14:23,0,0
G2,8/13/13 14:23,0,0
B3,8/13/13 14:23,0,0
G4,8/13/13 14:23,0,0
A4,8/13/13 14:23,0,0
H2,8/13/13 14:23,0,0
C4,8/13/13 14:23,8/13/13 14:23,0
C4,8/13/13 14:23,0,0
A2,8/13/13 14:23,0,0
F1,8/13/13 14:23,0,0
C3,8/13/13 14:23,8/13/13 15:12,0
G1,8/13/13 14:23,0,0
E2,8/13/13 14:23,8/13/13 15:01,0
B3,8/13/13 14:23,0,0
C3,8/13/13 14:23,0,0
H2,8/13/13 14:23,8/13/13 19:49,0
C4,8/13/13 14:23,0,0
H4,8/13/13 14:23,8/13/13 15:19,0
D2,8/13/13 14:23,0,0
H3,8/13/13 14:23,8/13/13 15:28,0
G3,8/13/13 14:23,0,0
G2,8/13/13 14:23,8/13/13 14:34,0
E4,8/13/13 14:23,0,0
G2,8/13/13 14:23,8/14/13 11:10,0
G4,8/13/13 14:23,8/13/13 17:41,0
A1,8/13/13 14:23,0,0
