Variant,Sent,Opened,Clicked
G1,8/13/13 14:25,8/13/13 18:46,0
H3,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/13/13 17:01,0
B4,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
E1,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/13/13 15:02,0
A1,8/13/13 14:25,8/13/13 14:27,0
B3,8/13/13 14:25,8/13/13 15:59,8/13/13 15:59
C2,8/13/13 14:25,8/13/13 18:59,0
H2,8/13/13 14:25,8/13/13 15:38,0
E4,8/13/13 14:25,0,0
C4,8/13/13 14:25,8/13/13 16:25,0
A1,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/16/13 11:40,0
G1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A2,8/13/13 14:25,8/13/13 17:30,0
F2,8/13/13 14:25,0,0
H3,8/13/13 14:25,8/13/13 14:27,0
E1,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
A3,8/13/13 14:25,9/5/13 5:20,0
E3,8/13/13 14:25,0,0
C2,8/13/13 14:25,8/14/13 8:34,0
C3,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/15/13 19:02,0
H3,8/13/13 14:25,8/16/13 20:56,0
C3,8/13/13 14:25,8/13/13 14:28,0
A4,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
D2,8/13/13 14:25,8/13/13 16:46,0
E2,8/13/13 14:25,0,0
E1,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
G2,8/13/13 14:25,0,0
F1,8/13/13 14:25,8/14/13 6:21,0
A1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 16:35,0
D4,8/13/13 14:25,8/13/13 19:54,0
H4,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/13/13 14:26,0
E1,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
H1,8/13/13 14:25,8/15/13 6:46,0
B4,8/13/13 14:25,0,0
C2,8/13/13 14:25,8/14/13 7:43,0
A2,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
H3,8/13/13 14:25,8/13/13 16:20,0
F3,8/13/13 14:25,8/13/13 18:38,0
A2,8/13/13 14:25,0,0
G1,8/13/13 14:25,0,0
D3,8/13/13 14:25,8/13/13 14:45,0
H4,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
B4,8/13/13 14:25,8/13/13 14:28,0
F2,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
H3,8/13/13 14:25,8/17/13 10:11,8/17/13 10:12
B2,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/13/13 22:26,0
G3,8/13/13 14:25,0,0
H2,8/13/13 14:25,8/13/13 16:51,0
F1,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 19:14,0
H3,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 17:02,8/13/13 17:02
G3,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
A2,8/13/13 14:25,8/14/13 20:56,0
F1,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
E4,8/13/13 14:25,8/13/13 15:42,0
D1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 16:50,0
B3,8/13/13 14:25,8/14/13 14:35,0
G2,8/13/13 14:25,8/13/13 18:13,0
F3,8/13/13 14:25,0,0
D2,8/13/13 14:25,8/13/13 15:25,0
D3,8/13/13 14:25,0,0
E2,8/13/13 14:25,8/14/13 8:16,0
F2,8/13/13 14:25,8/13/13 14:26,0
C4,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
G1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
F2,8/13/13 14:25,8/13/13 15:22,0
A2,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/14/13 10:17,0
D3,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
E4,8/13/13 14:25,8/13/13 14:34,0
A4,8/13/13 14:25,8/13/13 17:28,0
F3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
G1,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 19:14,0
H4,8/13/13 14:25,0,0
G4,8/13/13 14:25,8/13/13 14:26,8/13/13 15:06
F3,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
E2,8/13/13 14:25,0,0
G3,8/13/13 14:25,8/13/13 15:21,0
A2,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
C4,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/13/13 14:25,0
A2,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/13/13 16:53,8/13/13 16:55
D4,8/13/13 14:25,8/13/13 18:28,0
G2,8/13/13 14:25,0,0
A2,8/13/13 14:25,8/13/13 21:00,0
B2,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
H4,8/13/13 14:25,8/13/13 14:32,0
G2,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
D2,8/13/13 14:25,8/13/13 14:38,0
A3,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/13/13 14:27,0
H1,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
C2,8/13/13 14:25,8/13/13 16:01,0
A1,8/13/13 14:25,8/13/13 14:39,0
A1,8/13/13 14:25,8/13/13 14:37,0
G4,8/13/13 14:25,0,0
H1,8/13/13 14:25,8/14/13 10:12,8/14/13 10:13
E2,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/13/13 18:43,0
F3,8/13/13 14:25,8/13/13 21:27,0
A4,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
G2,8/13/13 14:25,8/13/13 21:22,0
E2,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 19:21,0
A3,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
G4,8/13/13 14:25,8/14/13 6:32,0
A2,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
G3,8/13/13 14:25,8/13/13 19:01,0
B4,8/13/13 14:25,0,0
E4,8/13/13 14:25,8/13/13 16:01,0
D1,8/13/13 14:25,0,0
B2,8/13/13 14:25,8/14/13 0:39,0
H2,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/13/13 22:40,8/13/13 22:40
B3,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
E4,8/13/13 14:25,8/13/13 14:47,0
E2,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
G1,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/13/13 14:58,0
C3,8/13/13 14:25,8/13/13 14:28,8/13/13 14:28
A4,8/13/13 14:25,8/13/13 14:25,0
A4,8/13/13 14:25,0,0
F4,8/13/13 14:25,8/13/13 14:27,0
C4,8/13/13 14:25,8/13/13 21:08,0
F3,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
C4,8/13/13 14:25,0,0
F4,8/13/13 14:25,8/13/13 18:35,0
D2,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
F2,8/13/13 14:25,8/13/13 14:29,0
B4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/13/13 14:38,0
C2,8/13/13 14:25,8/13/13 16:19,0
D1,8/13/13 14:25,8/13/13 14:34,0
B2,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
H3,8/13/13 14:25,8/14/13 16:17,0
B4,8/13/13 14:25,0,0
G1,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
E1,8/13/13 14:25,8/13/13 18:43,0
C3,8/13/13 14:25,0,0
A3,8/13/13 14:25,8/14/13 8:36,0
G2,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/14/13 5:21,0
F3,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/13/13 14:40,0
H2,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
B2,8/13/13 14:25,8/13/13 14:56,0
G1,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
E1,8/13/13 14:25,8/13/13 16:01,8/13/13 16:02
A2,8/13/13 14:25,0,0
B2,8/13/13 14:25,8/13/13 14:48,0
B3,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
B1,8/13/13 14:25,8/13/13 23:04,0
G2,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
H2,8/13/13 14:25,8/13/13 16:39,0
B3,8/13/13 14:25,8/14/13 15:25,0
A1,8/13/13 14:25,8/13/13 16:28,0
F3,8/13/13 14:25,8/13/13 16:14,0
H4,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
F4,8/13/13 14:25,8/13/13 14:30,0
F3,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 19:54,0
F1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/13/13 16:01,0
E3,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
B2,8/13/13 14:25,8/13/13 14:26,8/13/13 14:27
A3,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/13/13 16:15,0
H2,8/13/13 14:25,8/16/13 8:38,0
A3,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/13/13 15:14,0
E4,8/13/13 14:25,8/13/13 16:29,0
F2,8/13/13 14:25,0,0
E3,8/13/13 14:25,8/13/13 16:24,0
F4,8/13/13 14:25,9/13/13 6:03,0
G3,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/13/13 14:54,0
A4,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/14/13 1:37,0
B4,8/13/13 14:25,8/19/13 19:51,0
E3,8/13/13 14:25,0,0
G1,8/13/13 14:25,0,0
H1,8/13/13 14:25,8/13/13 14:33,0
F3,8/13/13 14:25,8/15/13 6:31,0
B1,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
C4,8/13/13 14:25,8/13/13 19:07,0
D4,8/13/13 14:25,8/13/13 16:03,8/13/13 18:16
E2,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 15:26,0
G3,8/13/13 14:25,8/13/13 14:43,8/13/13 14:44
D2,8/13/13 14:25,0,0
A2,8/13/13 14:25,8/13/13 22:42,0
G1,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/14/13 12:55,0
F3,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 14:27,0
D4,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/13/13 15:59,0
D4,8/13/13 14:25,8/13/13 15:48,0
B2,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/13/13 21:31,0
G4,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/14/13 6:39,0
B3,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/13/13 17:33,0
D4,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
B1,8/13/13 14:25,8/13/13 21:33,0
G1,8/13/13 14:25,8/13/13 14:40,0
E2,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
G2,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
B4,8/13/13 14:25,8/13/13 18:02,0
H4,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 16:09,0
A1,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/13/13 16:18,0
G1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/14/13 3:58,8/14/13 3:58
F2,8/13/13 14:25,0,0
C4,8/13/13 14:25,8/13/13 15:09,0
B4,8/13/13 14:25,8/13/13 18:39,0
D1,8/13/13 14:25,0,0
G3,8/13/13 14:25,8/13/13 17:10,0
B3,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/13/13 14:55,8/13/13 14:55
F4,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
E3,8/13/13 14:25,8/13/13 14:27,0
F2,8/13/13 14:25,0,0
G4,8/13/13 14:25,8/15/13 20:34,0
H3,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
C4,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/14/13 6:11,0
H3,8/13/13 14:25,0,0
H4,8/13/13 14:25,8/13/13 17:09,0
H3,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
F3,8/13/13 14:25,8/14/13 8:35,0
D2,8/13/13 14:25,8/13/13 14:38,8/13/13 14:38
H2,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
C4,8/13/13 14:25,8/13/13 16:14,0
B4,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
F2,8/13/13 14:25,8/13/13 18:03,0
D2,8/13/13 14:25,8/14/13 23:52,0
F4,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
E1,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
C4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/13/13 14:28,0
D2,8/13/13 14:25,0,0
G2,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 18:40,0
H3,8/13/13 14:25,8/13/13 15:21,8/13/13 15:22
B1,8/13/13 14:25,8/13/13 15:40,0
C4,8/13/13 14:25,8/13/13 17:41,0
H2,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
G2,8/13/13 14:25,8/13/13 15:08,0
D1,8/13/13 14:25,0,0
E3,8/13/13 14:25,8/15/13 18:34,0
D3,8/13/13 14:25,8/13/13 14:51,0
H4,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/14/13 4:58,0
F4,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 18:00,0
C2,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
C4,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
B4,8/13/13 14:25,8/13/13 16:10,0
B4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/16/13 4:59,0
A1,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/13/13 14:29,0
G3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/15/13 8:26,0
H2,8/13/13 14:25,8/13/13 15:53,0
E3,8/13/13 14:25,8/13/13 14:32,0
F4,8/13/13 14:25,0,0
A1,8/13/13 14:25,8/13/13 14:29,0
H1,8/13/13 14:25,8/15/13 8:51,0
F2,8/13/13 14:25,8/13/13 22:32,8/14/13 6:45
C3,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/13/13 14:33,0
E1,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/13/13 14:34,8/13/13 14:35
D1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 17:22,8/13/13 17:24
G3,8/13/13 14:25,8/19/13 8:10,8/19/13 8:25
F3,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/14/13 2:52,0
B3,8/13/13 14:25,0,0
H4,8/13/13 14:25,8/13/13 15:02,8/13/13 15:02
E3,8/13/13 14:25,8/13/13 15:39,0
E1,8/13/13 14:25,0,0
H2,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
H1,8/13/13 14:25,8/13/13 14:55,8/13/13 14:56
D1,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/14/13 10:48,0
D3,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
E1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 14:37,0
A1,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
D3,8/13/13 14:25,8/13/13 15:54,0
G2,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 20:20,0
F3,8/13/13 14:25,8/13/13 16:39,0
G3,8/13/13 14:25,0,0
F4,8/13/13 14:25,8/15/13 13:47,8/15/13 13:48
A2,8/13/13 14:25,0,0
D4,8/13/13 14:25,8/13/13 15:43,0
D4,8/13/13 14:25,8/20/13 14:23,8/20/13 14:23
B2,8/13/13 14:25,8/13/13 20:50,0
F1,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
A4,8/13/13 14:25,9/18/13 7:58,0
C1,8/13/13 14:25,8/13/13 20:27,0
B3,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
C2,8/13/13 14:25,8/14/13 13:58,0
G4,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/13/13 14:33,0
B3,8/13/13 14:25,8/14/13 8:36,0
A1,8/13/13 14:25,8/15/13 5:00,0
F1,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 15:31,0
A3,8/13/13 14:25,8/13/13 17:13,0
B2,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 16:40,0
C1,8/13/13 14:25,8/13/13 14:35,0
D3,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
G2,8/13/13 14:25,8/13/13 14:27,0
E2,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
G2,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
B2,8/13/13 14:25,8/13/13 16:01,0
H3,8/13/13 14:25,8/13/13 15:55,0
A2,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
H4,8/13/13 14:25,0,0
E2,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/13/13 14:31,0
H1,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 16:37,0
H3,8/13/13 14:25,8/13/13 14:42,0
G1,8/13/13 14:25,8/13/13 16:01,0
E2,8/13/13 14:25,0,0
G2,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
E1,8/13/13 14:25,8/14/13 4:27,0
C1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
H4,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
F4,8/13/13 14:25,8/13/13 14:32,0
E2,8/13/13 14:25,0,0
E4,8/13/13 14:25,8/13/13 14:26,0
A4,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 17:00,0
A1,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
G2,8/13/13 14:25,8/13/13 21:26,8/13/13 21:27
C3,8/13/13 14:25,8/14/13 8:16,0
D3,8/13/13 14:25,0,0
H4,8/13/13 14:25,0,0
H2,8/13/13 14:25,8/13/13 15:14,8/13/13 16:29
B2,8/13/13 14:25,8/14/13 15:22,0
A4,8/13/13 14:25,0,0
E4,8/13/13 14:25,8/13/13 21:51,8/13/13 21:51
C3,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
E4,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
C4,8/13/13 14:25,8/13/13 15:30,0
A4,8/13/13 14:25,8/13/13 14:53,0
E4,8/13/13 14:25,8/16/13 14:05,0
B2,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
F4,8/13/13 14:25,0,0
E1,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/13/13 20:32,8/13/13 20:32
F4,8/13/13 14:25,8/13/13 18:12,0
A1,8/13/13 14:25,9/23/13 14:56,0
F4,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
C3,8/13/13 14:25,8/13/13 14:50,0
B1,8/13/13 14:25,0,0
G1,8/13/13 14:25,8/15/13 5:49,8/15/13 5:50
E4,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
E3,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
H1,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
D2,8/13/13 14:25,8/14/13 4:31,0
G2,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
D1,8/13/13 14:25,8/13/13 14:44,8/13/13 20:27
A1,8/13/13 14:25,0,0
B3,8/13/13 14:25,8/15/13 13:32,0
B3,8/13/13 14:25,8/13/13 17:55,0
A4,8/13/13 14:25,0,0
C4,8/13/13 14:25,0,0
B2,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
A2,8/13/13 14:25,8/13/13 16:12,0
E4,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
G4,8/13/13 14:25,0,0
F1,8/13/13 14:25,8/13/13 19:22,8/13/13 19:22
A1,8/13/13 14:25,8/13/13 15:15,0
A1,8/13/13 14:25,8/15/13 2:02,0
C4,8/13/13 14:25,0,0
G3,8/13/13 14:25,8/13/13 15:47,0
B3,8/13/13 14:25,9/17/13 6:48,0
H2,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
F1,8/13/13 14:25,0,0
G2,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
H4,8/13/13 14:25,0,0
H4,8/13/13 14:25,8/13/13 17:51,0
E4,8/13/13 14:25,0,0
A1,8/13/13 14:25,0,0
F2,8/13/13 14:25,0,0
E3,8/13/13 14:25,8/13/13 18:37,8/13/13 18:37
A2,8/13/13 14:25,0,0
D4,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
A2,8/13/13 14:25,8/30/13 0:24,8/30/13 0:25
H2,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 14:34,0
D1,8/13/13 14:25,0,0
D2,8/13/13 14:25,8/15/13 6:46,0
G4,8/13/13 14:25,0,0
H4,8/13/13 14:25,0,0
E2,8/13/13 14:25,8/13/13 14:35,0
D3,8/13/13 14:25,0,0
E3,8/13/13 14:25,8/13/13 16:40,0
D1,8/13/13 14:25,0,0
C2,8/13/13 14:25,0,0
B4,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
B4,8/13/13 14:25,8/13/13 17:45,0
D4,8/13/13 14:25,0,0
H4,8/13/13 14:25,8/13/13 14:26,0
H3,8/13/13 14:25,0,0
H3,8/13/13 14:25,0,0
B3,8/13/13 14:25,0,0
A2,8/13/13 14:25,0,0
C3,8/13/13 14:25,0,0
B1,8/13/13 14:25,8/13/13 14:38,0
D1,8/13/13 14:25,0,0
G4,8/13/13 14:25,8/13/13 15:34,0
H4,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
A4,8/13/13 14:25,0,0
C1,8/13/13 14:25,0,0
B1,8/13/13 14:25,0,0
D1,8/13/13 14:25,0,0
G3,8/13/13 14:25,0,0
A4,8/13/13 14:25,8/13/13 15:12,0
B2,8/13/13 14:25,8/13/13 17:12,0
F2,8/13/13 14:25,8/13/13 16:00,0
F1,8/13/13 14:25,0,0
D2,8/13/13 14:25,0,0
F3,8/13/13 14:25,0,0
D3,8/13/13 14:25,0,0
A3,8/13/13 14:25,0,0
C1,8/13/13 14:25,8/13/13 22:11,0
F3,8/13/13 14:25,0,0
